respondent_id,nps,satisfaction,feedback_text,topic_id
R002966,7,7.31,portable packaging is useful for work and travel,5
R002967,8,9.04,the packaging is convenient but could look more premium,5
R002968,8,9.26,sustainability claims need to be more credible,5
R002969,10,10.0,livestream promotion helps me discover new products,4
R002970,8,9.1,low carbon packaging would improve brand impression,5
R002971,10,9.69,membership coupons can increase repeat purchase,1
R002972,10,10.0,the product quality is stable and trustworthy,0
R002973,10,10.0,I care about ingredients and product safety,2
R002974,8,7.2,offline availability is not always convenient,5
R002975,10,10.0,offline availability is not always convenient,5
R002976,9,10.0,offline availability is not always convenient,5
R002977,8,9.79,I compare price across platforms before purchase,1
R002978,5,7.24,I compare price across platforms before purchase,1
R002979,8,7.34,KOL reviews are useful but need to be authentic,5
R002980,10,9.82,discount bundles make me more willing to buy,3
R002981,7,6.9,delivery speed affects whether I choose the brand,5
R002982,9,9.16,low carbon packaging would improve brand impression,5
R002983,6,7.3,discount bundles make me more willing to buy,3
R002984,10,9.36,the product quality is stable and trustworthy,0
R002985,8,8.01,the product quality is stable and trustworthy,0
R002986,8,8.5,the package design should show product benefits more clearly,2
R002987,10,9.09,the product quality is stable and trustworthy,0
R002988,8,7.06,stockouts make me switch to other brands,3
R002989,10,10.0,I prefer brands with recyclable packaging,5
R002990,5,7.92,the price feels high without promotion,4
R002991,10,10.0,the package design should show product benefits more clearly,2
R002992,7,6.8,the price feels high without promotion,4
R002993,8,10.0,portable packaging is useful for work and travel,5
R002994,7,7.75,I prefer brands with recyclable packaging,5
R002995,9,10.0,livestream promotion helps me discover new products,4
R002996,5,6.74,low carbon packaging would improve brand impression,5
R002997,7,6.28,the packaging is convenient but could look more premium,5
R002998,10,8.11,delivery speed affects whether I choose the brand,5
R002999,10,8.64,KOL reviews are useful but need to be authentic,5
R003000,9,8.74,the price feels high without promotion,4
R003001,5,7.25,discount bundles make me more willing to buy,3
R003002,9,9.24,I prefer brands with recyclable packaging,5
R003003,10,10.0,the packaging is convenient but could look more premium,5
R003004,6,6.86,discount bundles make me more willing to buy,3
R003005,8,8.87,stockouts make me switch to other brands,3
R003006,8,7.05,the price feels high without promotion,4
R003007,10,9.63,stockouts make me switch to other brands,3
R003008,9,7.66,discount bundles make me more willing to buy,3
R003009,6,6.38,the price feels high without promotion,4
R003010,8,8.17,the price feels high without promotion,4
R003011,10,9.91,KOL reviews are useful but need to be authentic,5
R003012,6,7.64,KOL reviews are useful but need to be authentic,5
R003013,7,6.3,the packaging is convenient but could look more premium,5
R003014,8,6.95,offline availability is not always convenient,5
R003015,7,7.41,stockouts make me switch to other brands,3
R003016,6,7.7,sustainability claims need to be more credible,5
R003017,10,9.27,membership coupons can increase repeat purchase,1
R003018,10,10.0,stockouts make me switch to other brands,3
R003019,8,8.0,I prefer brands with recyclable packaging,5
R003020,10,10.0,delivery speed affects whether I choose the brand,5
R003021,9,9.47,KOL reviews are useful but need to be authentic,5
R003022,8,8.68,I care about ingredients and product safety,2
R003023,7,8.34,the product quality is stable and trustworthy,0
R003024,7,7.94,discount bundles make me more willing to buy,3
R003025,5,6.13,stockouts make me switch to other brands,3
R003026,7,7.02,membership coupons can increase repeat purchase,1
R003027,8,7.82,the packaging is convenient but could look more premium,5
R003028,6,6.82,livestream promotion helps me discover new products,4
R003029,8,7.89,offline availability is not always convenient,5
R003030,9,8.91,portable packaging is useful for work and travel,5
R003031,10,8.96,the package design should show product benefits more clearly,2
R003032,5,6.07,sustainability claims need to be more credible,5
R003033,4,5.19,I compare price across platforms before purchase,1
R003034,7,6.86,stockouts make me switch to other brands,3
R003035,8,9.76,I compare price across platforms before purchase,1
R003036,10,8.93,low carbon packaging would improve brand impression,5
R003037,6,7.02,the price feels high without promotion,4
R003038,6,4.66,livestream promotion helps me discover new products,4
R003039,7,7.79,stockouts make me switch to other brands,3
R003040,9,9.98,stockouts make me switch to other brands,3
R003041,9,9.35,quality improvement would make me repurchase more often,0
R003042,10,9.24,livestream promotion helps me discover new products,4
R003043,8,7.39,membership coupons can increase repeat purchase,1
R003044,7,8.67,the packaging is convenient but could look more premium,5
R003045,10,9.16,stockouts make me switch to other brands,3
R003046,6,5.85,livestream promotion helps me discover new products,4
R003047,6,6.74,I care about ingredients and product safety,2
R003048,6,7.0,KOL reviews are useful but need to be authentic,5
R003049,10,10.0,the product quality is stable and trustworthy,0
R003050,9,10.0,I compare price across platforms before purchase,1
R003051,10,7.71,KOL reviews are useful but need to be authentic,5
R003052,7,9.15,I care about ingredients and product safety,2
R003053,5,7.99,I prefer brands with recyclable packaging,5
R003054,7,7.14,membership coupons can increase repeat purchase,1
R003055,9,8.75,KOL reviews are useful but need to be authentic,5
R003056,8,9.61,the product quality is stable and trustworthy,0
R003057,5,6.75,low carbon packaging would improve brand impression,5
R003058,10,10.0,the product quality is stable and trustworthy,0
R003059,6,5.49,discount bundles make me more willing to buy,3
R003060,6,7.32,the packaging is convenient but could look more premium,5
R003061,9,8.32,the package design should show product benefits more clearly,2
R003062,9,8.35,membership coupons can increase repeat purchase,1
R003063,6,7.82,I prefer brands with recyclable packaging,5
R003064,2,6.03,low carbon packaging would improve brand impression,5
R003065,7,8.32,the product quality is stable and trustworthy,0
R003066,9,10.0,low carbon packaging would improve brand impression,5
R003067,5,6.29,I compare price across platforms before purchase,1
R003068,8,8.43,quality improvement would make me repurchase more often,0
R003069,7,7.92,offline availability is not always convenient,5
R003070,8,10.0,offline availability is not always convenient,5
R003071,4,6.95,quality improvement would make me repurchase more often,0
R003072,10,9.26,livestream promotion helps me discover new products,4
R003073,5,4.13,I care about ingredients and product safety,2
R003074,7,8.24,the product quality is stable and trustworthy,0
R003075,7,7.61,I compare price across platforms before purchase,1
R003076,9,9.14,stockouts make me switch to other brands,3
R003077,10,9.57,quality improvement would make me repurchase more often,0
R003078,7,6.63,the price feels high without promotion,4
R003079,10,9.48,delivery speed affects whether I choose the brand,5
R003080,7,7.81,membership coupons can increase repeat purchase,1
R003081,7,7.28,livestream promotion helps me discover new products,4
R003082,10,8.67,stockouts make me switch to other brands,3
R003083,8,8.71,sustainability claims need to be more credible,5
R003084,5,6.04,the product quality is stable and trustworthy,0
R003085,7,7.84,offline availability is not always convenient,5
R003086,9,10.0,KOL reviews are useful but need to be authentic,5
R003087,10,8.98,I compare price across platforms before purchase,1
R003088,10,8.52,delivery speed affects whether I choose the brand,5
R003089,7,6.77,discount bundles make me more willing to buy,3
R003090,9,10.0,delivery speed affects whether I choose the brand,5
R003091,8,7.99,I compare price across platforms before purchase,1
R003092,8,8.64,offline availability is not always convenient,5
R003093,10,9.31,I care about ingredients and product safety,2
R003094,4,4.51,membership coupons can increase repeat purchase,1
R003095,10,8.39,delivery speed affects whether I choose the brand,5
R003096,8,9.12,sustainability claims need to be more credible,5
R003097,9,9.58,livestream promotion helps me discover new products,4
R003098,9,7.75,I care about ingredients and product safety,2
R003099,5,6.72,membership coupons can increase repeat purchase,1
R003100,8,10.0,discount bundles make me more willing to buy,3
R003101,8,8.03,the packaging is convenient but could look more premium,5
R003102,6,8.28,membership coupons can increase repeat purchase,1
R003103,8,8.98,membership coupons can increase repeat purchase,1
R003104,10,10.0,discount bundles make me more willing to buy,3
R003105,9,9.14,sustainability claims need to be more credible,5
R003106,7,8.79,I prefer brands with recyclable packaging,5
R003107,10,9.76,membership coupons can increase repeat purchase,1
R003108,8,8.97,quality improvement would make me repurchase more often,0
R003109,10,10.0,KOL reviews are useful but need to be authentic,5
R003110,6,7.97,the package design should show product benefits more clearly,2
R003111,10,8.49,the package design should show product benefits more clearly,2
R003112,10,9.0,membership coupons can increase repeat purchase,1
R003113,10,10.0,livestream promotion helps me discover new products,4
R003114,9,10.0,offline availability is not always convenient,5
R003115,9,8.8,the price feels high without promotion,4
R003116,10,8.97,offline availability is not always convenient,5
R003117,6,6.35,the packaging is convenient but could look more premium,5
R003118,10,7.85,portable packaging is useful for work and travel,5
R003119,5,6.62,the price feels high without promotion,4
R003120,9,9.68,I care about ingredients and product safety,2
R003121,8,9.26,membership coupons can increase repeat purchase,1
R003122,9,10.0,I prefer brands with recyclable packaging,5
R003123,8,8.41,the packaging is convenient but could look more premium,5
R003124,7,6.53,I compare price across platforms before purchase,1
R003125,7,6.87,KOL reviews are useful but need to be authentic,5
R003126,10,7.87,the price feels high without promotion,4
R003127,6,5.92,I compare price across platforms before purchase,1
R003128,10,9.77,offline availability is not always convenient,5
R003129,9,8.73,stockouts make me switch to other brands,3
R003130,8,7.3,KOL reviews are useful but need to be authentic,5
R003131,10,8.77,delivery speed affects whether I choose the brand,5
R003132,3,5.82,the price feels high without promotion,4
R003133,10,9.16,sustainability claims need to be more credible,5
R003134,8,8.17,stockouts make me switch to other brands,3
R003135,10,9.56,the product quality is stable and trustworthy,0
R003136,6,7.91,I compare price across platforms before purchase,1
R003137,8,10.0,portable packaging is useful for work and travel,5
R003138,4,5.33,low carbon packaging would improve brand impression,5
R003139,10,10.0,discount bundles make me more willing to buy,3
R003140,7,8.11,KOL reviews are useful but need to be authentic,5
R003141,9,9.79,sustainability claims need to be more credible,5
R003142,10,8.95,the packaging is convenient but could look more premium,5
R003143,6,5.71,I compare price across platforms before purchase,1
R003144,9,10.0,I compare price across platforms before purchase,1
R003145,10,9.78,discount bundles make me more willing to buy,3
R003146,10,9.26,offline availability is not always convenient,5
R003147,8,8.49,stockouts make me switch to other brands,3
R003148,6,9.02,the package design should show product benefits more clearly,2
R003149,10,8.3,I care about ingredients and product safety,2
R003150,7,9.11,I care about ingredients and product safety,2
R003151,5,7.59,livestream promotion helps me discover new products,4
R003152,5,5.56,discount bundles make me more willing to buy,3
R003153,7,7.18,delivery speed affects whether I choose the brand,5
R003154,6,6.89,I compare price across platforms before purchase,1
R003155,10,10.0,KOL reviews are useful but need to be authentic,5
R003156,8,7.52,discount bundles make me more willing to buy,3
R003157,10,10.0,livestream promotion helps me discover new products,4
R003158,8,6.97,I care about ingredients and product safety,2
R003159,9,10.0,membership coupons can increase repeat purchase,1
R003160,10,8.87,delivery speed affects whether I choose the brand,5
R003161,10,8.5,I care about ingredients and product safety,2
R003162,10,10.0,quality improvement would make me repurchase more often,0
R003163,10,10.0,the product quality is stable and trustworthy,0
R003164,6,7.06,stockouts make me switch to other brands,3
R003165,5,6.54,quality improvement would make me repurchase more often,0
R003166,6,8.16,delivery speed affects whether I choose the brand,5
R003167,10,10.0,offline availability is not always convenient,5
R003168,6,6.8,sustainability claims need to be more credible,5
R003169,10,10.0,the packaging is convenient but could look more premium,5
R003170,10,9.78,stockouts make me switch to other brands,3
R003171,9,8.89,the price feels high without promotion,4
R003172,10,10.0,portable packaging is useful for work and travel,5
R003173,5,6.31,stockouts make me switch to other brands,3
R003174,10,10.0,the packaging is convenient but could look more premium,5
R003175,8,8.89,stockouts make me switch to other brands,3
R003176,8,7.42,livestream promotion helps me discover new products,4
R003177,9,8.02,delivery speed affects whether I choose the brand,5
R003178,5,4.71,offline availability is not always convenient,5
R003179,6,4.75,membership coupons can increase repeat purchase,1
R003180,9,10.0,delivery speed affects whether I choose the brand,5
R003181,10,10.0,discount bundles make me more willing to buy,3
R003182,6,7.87,quality improvement would make me repurchase more often,0
R003183,5,4.89,I compare price across platforms before purchase,1
R003184,10,10.0,I care about ingredients and product safety,2
R003185,8,7.21,KOL reviews are useful but need to be authentic,5
R003186,9,7.73,I care about ingredients and product safety,2
R003187,5,6.11,I compare price across platforms before purchase,1
R003188,10,7.6,offline availability is not always convenient,5
R003189,10,8.28,low carbon packaging would improve brand impression,5
R003190,10,9.71,discount bundles make me more willing to buy,3
R003191,10,10.0,the packaging is convenient but could look more premium,5
R003192,7,6.52,I compare price across platforms before purchase,1
R003193,7,8.33,the package design should show product benefits more clearly,2
R003194,9,9.51,membership coupons can increase repeat purchase,1
R003195,9,8.73,sustainability claims need to be more credible,5
R003196,9,9.71,the product quality is stable and trustworthy,0
R003197,8,7.68,the packaging is convenient but could look more premium,5
R003198,7,8.33,offline availability is not always convenient,5
R003199,9,8.65,delivery speed affects whether I choose the brand,5
R003200,7,7.25,I compare price across platforms before purchase,1
R003201,8,8.02,quality improvement would make me repurchase more often,0
R003202,7,8.07,livestream promotion helps me discover new products,4
R003203,7,8.0,the packaging is convenient but could look more premium,5
R003204,7,8.56,sustainability claims need to be more credible,5
R003205,9,8.82,the product quality is stable and trustworthy,0
R003206,10,9.25,livestream promotion helps me discover new products,4
R003207,10,8.93,the product quality is stable and trustworthy,0
R003208,7,6.74,offline availability is not always convenient,5
R003209,6,8.41,I compare price across platforms before purchase,1
R003210,4,5.81,the price feels high without promotion,4
R003211,6,7.43,I prefer brands with recyclable packaging,5
R003212,8,8.83,low carbon packaging would improve brand impression,5
R003213,8,7.2,I compare price across platforms before purchase,1
R003214,8,6.17,the packaging is convenient but could look more premium,5
R003215,8,6.69,membership coupons can increase repeat purchase,1
R003216,9,10.0,KOL reviews are useful but need to be authentic,5
R003217,7,4.73,the price feels high without promotion,4
R003218,9,8.63,KOL reviews are useful but need to be authentic,5
R003219,10,10.0,the package design should show product benefits more clearly,2
R003220,7,7.51,low carbon packaging would improve brand impression,5
R003221,10,8.91,the packaging is convenient but could look more premium,5
R003222,5,7.01,stockouts make me switch to other brands,3
R003223,7,5.32,the product quality is stable and trustworthy,0
R003224,6,8.09,delivery speed affects whether I choose the brand,5
R003225,5,5.59,portable packaging is useful for work and travel,5
R003226,5,5.53,discount bundles make me more willing to buy,3
R003227,8,10.0,portable packaging is useful for work and travel,5
R003228,7,6.9,the product quality is stable and trustworthy,0
R003229,9,8.73,low carbon packaging would improve brand impression,5
R003230,9,8.0,I prefer brands with recyclable packaging,5
R003231,8,9.19,I prefer brands with recyclable packaging,5
R003232,10,10.0,delivery speed affects whether I choose the brand,5
R003233,8,7.51,I prefer brands with recyclable packaging,5
R003234,6,6.04,quality improvement would make me repurchase more often,0
R003235,10,10.0,the packaging is convenient but could look more premium,5
R003236,8,7.58,offline availability is not always convenient,5
R003237,10,9.43,low carbon packaging would improve brand impression,5
R003238,7,7.15,the packaging is convenient but could look more premium,5
R003239,7,8.23,I compare price across platforms before purchase,1
R003240,10,9.03,stockouts make me switch to other brands,3
R003241,10,8.53,portable packaging is useful for work and travel,5
R003242,8,7.75,membership coupons can increase repeat purchase,1
R003243,6,7.95,the price feels high without promotion,4
R003244,9,6.57,the package design should show product benefits more clearly,2
R003245,10,9.48,the price feels high without promotion,4
R003246,7,8.56,I care about ingredients and product safety,2
R003247,9,9.43,low carbon packaging would improve brand impression,5
R003248,10,10.0,stockouts make me switch to other brands,3
R003249,7,5.47,sustainability claims need to be more credible,5
R003250,7,7.9,discount bundles make me more willing to buy,3
R003251,6,5.47,I compare price across platforms before purchase,1
R003252,5,5.99,membership coupons can increase repeat purchase,1
R003253,9,8.93,the price feels high without promotion,4
R003254,7,7.3,delivery speed affects whether I choose the brand,5
R003255,7,7.0,the product quality is stable and trustworthy,0
R003256,7,5.72,portable packaging is useful for work and travel,5
R003257,8,7.85,I prefer brands with recyclable packaging,5
R003258,10,10.0,KOL reviews are useful but need to be authentic,5
R003259,8,9.16,quality improvement would make me repurchase more often,0
R003260,8,8.49,quality improvement would make me repurchase more often,0
R003261,9,6.41,the package design should show product benefits more clearly,2
R003262,10,9.7,membership coupons can increase repeat purchase,1
R003263,6,4.98,portable packaging is useful for work and travel,5
R003264,7,7.56,I compare price across platforms before purchase,1
R003265,8,9.6,low carbon packaging would improve brand impression,5
R003266,5,5.23,discount bundles make me more willing to buy,3
R003267,7,7.01,the product quality is stable and trustworthy,0
R003268,9,9.87,I care about ingredients and product safety,2
R003269,8,8.77,I prefer brands with recyclable packaging,5
R003270,7,8.14,quality improvement would make me repurchase more often,0
R003271,6,8.06,the product quality is stable and trustworthy,0
R003272,10,9.29,discount bundles make me more willing to buy,3
R003273,6,4.59,stockouts make me switch to other brands,3
R003274,7,7.17,quality improvement would make me repurchase more often,0
R003275,7,6.65,I compare price across platforms before purchase,1
R003276,10,10.0,the price feels high without promotion,4
R003277,7,7.7,quality improvement would make me repurchase more often,0
R003278,8,7.75,low carbon packaging would improve brand impression,5
R003279,5,5.99,discount bundles make me more willing to buy,3
R003280,7,8.79,quality improvement would make me repurchase more often,0
R003281,8,7.63,livestream promotion helps me discover new products,4
R003282,7,8.26,sustainability claims need to be more credible,5
R003283,10,10.0,stockouts make me switch to other brands,3
R003284,7,8.65,livestream promotion helps me discover new products,4
R003285,9,10.0,livestream promotion helps me discover new products,4
R003286,10,10.0,offline availability is not always convenient,5
R003287,10,10.0,low carbon packaging would improve brand impression,5
R003288,9,10.0,quality improvement would make me repurchase more often,0
R003289,9,10.0,KOL reviews are useful but need to be authentic,5
R003290,3,5.01,livestream promotion helps me discover new products,4
R003291,5,5.54,the package design should show product benefits more clearly,2
R003292,10,8.03,membership coupons can increase repeat purchase,1
R003293,10,10.0,I care about ingredients and product safety,2
R003294,5,6.42,the package design should show product benefits more clearly,2
R003295,9,8.86,I care about ingredients and product safety,2
R003296,7,8.2,offline availability is not always convenient,5
R003297,8,8.48,discount bundles make me more willing to buy,3
R003298,9,9.71,livestream promotion helps me discover new products,4
R003299,10,10.0,the price feels high without promotion,4
R003300,8,10.0,livestream promotion helps me discover new products,4
R003301,7,7.42,I compare price across platforms before purchase,1
R003302,10,9.35,the product quality is stable and trustworthy,0
R003303,6,6.88,membership coupons can increase repeat purchase,1
R003304,8,7.67,the product quality is stable and trustworthy,0
R003305,9,9.88,I compare price across platforms before purchase,1
R003306,10,9.66,the product quality is stable and trustworthy,0
R003307,10,9.01,the product quality is stable and trustworthy,0
R003308,9,7.97,the product quality is stable and trustworthy,0
R003309,8,9.49,the product quality is stable and trustworthy,0
R003310,6,7.03,delivery speed affects whether I choose the brand,5
R003311,9,7.93,the price feels high without promotion,4
R003312,8,8.5,membership coupons can increase repeat purchase,1
R003313,8,9.56,KOL reviews are useful but need to be authentic,5
R003314,10,10.0,membership coupons can increase repeat purchase,1
R003315,3,3.87,I prefer brands with recyclable packaging,5
R003316,8,8.74,delivery speed affects whether I choose the brand,5
R003317,7,6.81,discount bundles make me more willing to buy,3
R003318,8,6.57,the price feels high without promotion,4
R003319,4,5.39,discount bundles make me more willing to buy,3
R003320,6,10.0,portable packaging is useful for work and travel,5
R003321,8,8.93,I prefer brands with recyclable packaging,5
R003322,10,8.37,delivery speed affects whether I choose the brand,5
R003323,10,10.0,livestream promotion helps me discover new products,4
R003324,6,9.1,membership coupons can increase repeat purchase,1
R003325,6,8.4,I care about ingredients and product safety,2
R003326,9,10.0,the package design should show product benefits more clearly,2
R003327,8,7.38,stockouts make me switch to other brands,3
R003328,10,10.0,discount bundles make me more willing to buy,3
R003329,6,6.92,low carbon packaging would improve brand impression,5
R003330,10,9.71,discount bundles make me more willing to buy,3
R003331,9,10.0,low carbon packaging would improve brand impression,5
R003332,10,10.0,the package design should show product benefits more clearly,2
R003333,7,7.79,KOL reviews are useful but need to be authentic,5
R003334,5,3.73,I compare price across platforms before purchase,1
R003335,10,7.13,KOL reviews are useful but need to be authentic,5
R003336,9,8.78,livestream promotion helps me discover new products,4
R003337,10,9.78,KOL reviews are useful but need to be authentic,5
R003338,10,9.93,sustainability claims need to be more credible,5
R003339,10,10.0,the packaging is convenient but could look more premium,5
R003340,9,9.49,KOL reviews are useful but need to be authentic,5
R003341,6,8.36,membership coupons can increase repeat purchase,1
R003342,5,5.48,the product quality is stable and trustworthy,0
R003343,8,7.41,membership coupons can increase repeat purchase,1
R003344,8,9.41,stockouts make me switch to other brands,3
R003345,8,7.57,livestream promotion helps me discover new products,4
R003346,9,8.64,stockouts make me switch to other brands,3
R003347,9,8.34,the package design should show product benefits more clearly,2
R003348,9,9.8,the price feels high without promotion,4
R003349,10,9.66,the packaging is convenient but could look more premium,5
R003350,4,4.42,discount bundles make me more willing to buy,3
R003351,9,9.88,low carbon packaging would improve brand impression,5
R003352,8,9.17,livestream promotion helps me discover new products,4
R003353,8,10.0,the product quality is stable and trustworthy,0
R003354,10,10.0,quality improvement would make me repurchase more often,0
R003355,10,9.18,low carbon packaging would improve brand impression,5
R003356,10,9.15,delivery speed affects whether I choose the brand,5
R003357,8,8.31,I prefer brands with recyclable packaging,5
R003358,6,9.08,I care about ingredients and product safety,2
R003359,10,8.89,I care about ingredients and product safety,2
R003360,10,10.0,I care about ingredients and product safety,2
R003361,9,10.0,I care about ingredients and product safety,2
R003362,4,5.39,offline availability is not always convenient,5
R003363,7,8.06,membership coupons can increase repeat purchase,1
R003364,9,8.84,offline availability is not always convenient,5
R003365,10,10.0,discount bundles make me more willing to buy,3
R003366,10,10.0,quality improvement would make me repurchase more often,0
R003367,6,6.97,I compare price across platforms before purchase,1
R003368,7,7.25,membership coupons can increase repeat purchase,1
R003369,9,8.14,I compare price across platforms before purchase,1
R003370,10,8.67,the packaging is convenient but could look more premium,5
R003371,8,7.79,quality improvement would make me repurchase more often,0
R003372,6,6.39,the packaging is convenient but could look more premium,5
R003373,10,10.0,membership coupons can increase repeat purchase,1
R003374,8,8.36,offline availability is not always convenient,5
R003375,6,8.35,discount bundles make me more willing to buy,3
R003376,5,5.47,KOL reviews are useful but need to be authentic,5
R003377,8,6.52,the product quality is stable and trustworthy,0
R003378,7,7.23,quality improvement would make me repurchase more often,0
R003379,10,10.0,livestream promotion helps me discover new products,4
R003380,10,10.0,the price feels high without promotion,4
R003381,9,10.0,quality improvement would make me repurchase more often,0
R003382,10,10.0,offline availability is not always convenient,5
R003383,4,7.48,I compare price across platforms before purchase,1
R003384,7,7.72,offline availability is not always convenient,5
R003385,8,9.04,membership coupons can increase repeat purchase,1
R003386,8,7.09,the price feels high without promotion,4
R003387,9,9.0,delivery speed affects whether I choose the brand,5
R003388,10,9.4,delivery speed affects whether I choose the brand,5
R003389,10,9.6,quality improvement would make me repurchase more often,0
R003390,8,9.12,I care about ingredients and product safety,2
R003391,4,5.21,sustainability claims need to be more credible,5
R003392,2,6.38,quality improvement would make me repurchase more often,0
R003393,9,9.51,KOL reviews are useful but need to be authentic,5
R003394,6,6.32,offline availability is not always convenient,5
R003395,9,10.0,sustainability claims need to be more credible,5
R003396,10,10.0,I prefer brands with recyclable packaging,5
R003397,8,8.91,delivery speed affects whether I choose the brand,5
R003398,5,6.43,offline availability is not always convenient,5
R003399,9,9.19,I care about ingredients and product safety,2
R003400,10,10.0,sustainability claims need to be more credible,5
R003401,10,10.0,quality improvement would make me repurchase more often,0
R003402,7,8.85,I compare price across platforms before purchase,1
R003403,8,7.69,membership coupons can increase repeat purchase,1
R003404,4,6.7,livestream promotion helps me discover new products,4
R003405,9,7.94,I compare price across platforms before purchase,1
R003406,6,7.48,I compare price across platforms before purchase,1
R003407,7,8.9,the packaging is convenient but could look more premium,5
R003408,10,10.0,quality improvement would make me repurchase more often,0
R003409,7,8.52,KOL reviews are useful but need to be authentic,5
R003410,5,5.82,offline availability is not always convenient,5
R003411,8,9.03,stockouts make me switch to other brands,3
R003412,10,8.74,I compare price across platforms before purchase,1
R003413,7,7.07,quality improvement would make me repurchase more often,0
R003414,9,8.42,the package design should show product benefits more clearly,2
R003415,5,6.56,the package design should show product benefits more clearly,2
R003416,6,7.17,I compare price across platforms before purchase,1
R003417,10,10.0,discount bundles make me more willing to buy,3
R003418,10,9.82,membership coupons can increase repeat purchase,1
R003419,10,10.0,I prefer brands with recyclable packaging,5
R003420,10,9.06,low carbon packaging would improve brand impression,5
R003421,6,8.47,I compare price across platforms before purchase,1
R003422,9,8.98,delivery speed affects whether I choose the brand,5
R003423,9,10.0,the packaging is convenient but could look more premium,5
R003424,5,7.18,the price feels high without promotion,4
R003425,8,10.0,low carbon packaging would improve brand impression,5
R003426,9,8.95,I care about ingredients and product safety,2
R003427,4,4.78,the packaging is convenient but could look more premium,5
R003428,10,10.0,I compare price across platforms before purchase,1
R003429,10,10.0,the product quality is stable and trustworthy,0
R003430,6,7.87,quality improvement would make me repurchase more often,0
R003431,9,8.39,KOL reviews are useful but need to be authentic,5
R003432,10,9.05,I compare price across platforms before purchase,1
R003433,6,8.06,portable packaging is useful for work and travel,5
R003434,4,3.99,portable packaging is useful for work and travel,5
R003435,7,7.79,KOL reviews are useful but need to be authentic,5
R003436,9,10.0,stockouts make me switch to other brands,3
R003437,4,6.12,the product quality is stable and trustworthy,0
R003438,7,8.62,the product quality is stable and trustworthy,0
R003439,8,8.74,KOL reviews are useful but need to be authentic,5
R003440,9,8.34,discount bundles make me more willing to buy,3
R003441,10,10.0,the product quality is stable and trustworthy,0
R003442,10,8.07,the price feels high without promotion,4
R003443,6,5.54,discount bundles make me more willing to buy,3
R003444,9,8.58,the price feels high without promotion,4
R003445,7,6.96,I care about ingredients and product safety,2
R003446,5,6.11,membership coupons can increase repeat purchase,1
R003447,9,9.04,discount bundles make me more willing to buy,3
R003448,8,10.0,the price feels high without promotion,4
R003449,10,7.98,I compare price across platforms before purchase,1
R003450,9,9.8,KOL reviews are useful but need to be authentic,5
R003451,10,9.71,sustainability claims need to be more credible,5
R003452,10,9.38,low carbon packaging would improve brand impression,5
R003453,5,7.19,the price feels high without promotion,4
R003454,5,6.1,delivery speed affects whether I choose the brand,5
R003455,6,4.78,discount bundles make me more willing to buy,3
R003456,8,9.21,I prefer brands with recyclable packaging,5
R003457,7,6.98,offline availability is not always convenient,5
R003458,6,7.06,membership coupons can increase repeat purchase,1
R003459,6,8.56,discount bundles make me more willing to buy,3
R003460,7,7.26,KOL reviews are useful but need to be authentic,5
R003461,5,6.51,discount bundles make me more willing to buy,3
R003462,7,6.56,low carbon packaging would improve brand impression,5
R003463,6,7.65,stockouts make me switch to other brands,3
R003464,5,6.67,delivery speed affects whether I choose the brand,5
R003465,8,8.19,discount bundles make me more willing to buy,3
R003466,4,3.69,quality improvement would make me repurchase more often,0
R003467,7,6.99,quality improvement would make me repurchase more often,0
R003468,9,8.17,low carbon packaging would improve brand impression,5
R003469,8,8.3,delivery speed affects whether I choose the brand,5
R003470,7,7.87,stockouts make me switch to other brands,3
R003471,7,7.99,sustainability claims need to be more credible,5
R003472,9,7.92,I care about ingredients and product safety,2
R003473,5,6.86,I compare price across platforms before purchase,1
R003474,7,8.96,quality improvement would make me repurchase more often,0
R003475,10,9.26,discount bundles make me more willing to buy,3
R003476,8,8.7,the price feels high without promotion,4
R003477,4,7.19,sustainability claims need to be more credible,5
R003478,9,9.41,the price feels high without promotion,4
R003479,10,10.0,quality improvement would make me repurchase more often,0
R003480,10,9.74,the product quality is stable and trustworthy,0
R003481,10,10.0,delivery speed affects whether I choose the brand,5
R003482,8,8.34,I compare price across platforms before purchase,1
R003483,8,8.71,membership coupons can increase repeat purchase,1
R003484,10,8.3,membership coupons can increase repeat purchase,1
R003485,10,10.0,low carbon packaging would improve brand impression,5
R003486,10,9.52,stockouts make me switch to other brands,3
R003487,10,10.0,sustainability claims need to be more credible,5
R003488,5,5.17,livestream promotion helps me discover new products,4
R003489,7,8.64,membership coupons can increase repeat purchase,1
R003490,6,7.08,discount bundles make me more willing to buy,3
R003491,10,10.0,low carbon packaging would improve brand impression,5
R003492,10,10.0,livestream promotion helps me discover new products,4
R003493,9,10.0,discount bundles make me more willing to buy,3
R003494,10,7.49,discount bundles make me more willing to buy,3
R003495,6,5.69,delivery speed affects whether I choose the brand,5
R003496,10,9.95,the price feels high without promotion,4
R003497,7,6.86,delivery speed affects whether I choose the brand,5
R003498,7,7.19,I compare price across platforms before purchase,1
R003499,10,10.0,the packaging is convenient but could look more premium,5
R003500,7,7.85,portable packaging is useful for work and travel,5
R003501,6,7.59,delivery speed affects whether I choose the brand,5
R003502,9,8.9,membership coupons can increase repeat purchase,1
R003503,10,10.0,sustainability claims need to be more credible,5
R003504,10,9.93,the package design should show product benefits more clearly,2
