respondent_id,persona_seed,age,monthly_income,city_tier,primary_channel,category,price_sensitivity,quality_expectation,convenience_need,sustainability_attitude,willingness_to_pay,awareness,consideration,trial,repeat_purchase,monthly_purchase_frequency,satisfaction,nps,feedback_theme_seed,feedback_text,segment_id,segment
R002408,new_explorers,35,11257.1,tier_2,tmall,healthy_snack,6.91,6.67,6.85,5.55,18.76,1,1,0,1,6,8.21,8,quality,the product quality is stable and trustworthy,0,High Value Fans
R002409,new_explorers,36,9170.47,tier_1,douyin,ready_to_drink,7.13,7.61,5.23,7.04,27.46,1,1,1,1,3,9.01,9,delivery,offline availability is not always convenient,0,High Value Fans
R002410,quality_first,26,12715.43,tier_3_plus,douyin,healthy_snack,5.09,8.46,6.67,6.84,29.42,0,0,0,0,1,6.9,7,quality,I care about ingredients and product safety,1,Quality Loyalists
R002411,quality_first,27,23038.35,tier_1,offline_supermarket,healthy_snack,5.55,9.91,7.21,7.12,40.8,0,0,0,1,3,9.0,8,delivery,stockouts make me switch to other brands,1,Quality Loyalists
R002412,eco_advocates,19,9144.28,new_tier_1,xiaohongshu,healthy_snack,4.73,6.06,6.85,8.96,33.1,1,1,1,1,5,8.67,9,price,I compare price across platforms before purchase,4,Eco Advocates
R002413,convenience_first,36,8710.11,tier_2,douyin,healthy_snack,4.3,7.41,8.21,5.45,24.04,1,1,1,1,3,10.0,7,quality,I care about ingredients and product safety,3,Convenience Driven
R002414,value_seekers,35,11597.52,tier_2,offline_supermarket,ready_to_drink,8.37,6.59,6.9,4.8,22.58,0,0,0,0,0,7.1,5,quality,the product quality is stable and trustworthy,2,Value Seekers
R002415,new_explorers,30,11434.51,new_tier_1,offline_supermarket,ready_to_drink,7.27,6.46,4.3,5.75,20.21,1,0,0,0,0,6.18,7,price,I compare price across platforms before purchase,2,Value Seekers
R002416,convenience_first,32,13970.18,new_tier_1,jd,ready_to_drink,6.18,7.24,8.57,5.36,23.82,0,1,1,1,3,9.79,10,delivery,stockouts make me switch to other brands,3,Convenience Driven
R002417,quality_first,24,6963.82,new_tier_1,jd,personal_care,4.04,10.0,6.71,6.23,29.18,0,0,1,1,2,9.79,10,delivery,offline availability is not always convenient,1,Quality Loyalists
R002418,quality_first,31,5483.44,new_tier_1,offline_supermarket,personal_care,2.94,8.4,6.79,6.93,34.15,1,1,1,1,3,8.88,9,quality,I care about ingredients and product safety,1,Quality Loyalists
R002419,convenience_first,35,12116.45,new_tier_1,tmall,healthy_snack,5.21,7.68,8.16,5.57,21.99,0,1,1,1,1,7.53,8,packaging,the package design should show product benefits more clearly,3,Convenience Driven
R002420,quality_first,24,2500.0,tier_3_plus,tmall,healthy_snack,4.98,9.34,5.84,6.69,36.31,1,1,1,1,3,9.2,8,quality,I care about ingredients and product safety,1,Quality Loyalists
R002421,convenience_first,18,5891.38,tier_1,jd,ready_to_drink,5.27,5.65,8.34,6.55,23.61,0,0,0,0,1,6.06,6,delivery,offline availability is not always convenient,2,Value Seekers
R002422,value_seekers,37,9747.38,tier_3_plus,offline_supermarket,personal_care,9.29,6.83,4.65,5.37,16.9,0,1,1,1,1,7.49,6,promotion,livestream promotion helps me discover new products,2,Value Seekers
R002423,quality_first,43,19484.21,tier_2,tmall,healthy_snack,4.6,9.82,6.77,5.34,30.79,0,0,0,1,1,9.21,8,delivery,offline availability is not always convenient,1,Quality Loyalists
R002424,eco_advocates,23,10361.07,tier_1,douyin,ready_to_drink,5.82,6.76,5.27,9.05,35.6,1,1,1,1,3,7.45,7,packaging,portable packaging is useful for work and travel,4,Eco Advocates
R002425,value_seekers,30,7908.62,new_tier_1,jd,healthy_snack,8.27,5.45,5.61,6.32,15.1,1,1,1,0,1,6.7,7,price,I compare price across platforms before purchase,2,Value Seekers
R002426,eco_advocates,31,14552.77,tier_2,tmall,ready_to_drink,5.9,7.95,6.76,9.32,37.24,0,0,0,0,0,9.59,10,sustainability,I prefer brands with recyclable packaging,4,Eco Advocates
R002427,eco_advocates,20,22570.38,new_tier_1,private_domain,ready_to_drink,5.62,8.35,8.28,8.63,39.2,1,1,0,0,1,7.6,8,sustainability,low carbon packaging would improve brand impression,4,Eco Advocates
R002428,eco_advocates,33,11949.67,tier_1,jd,healthy_snack,5.57,7.52,6.8,9.61,36.63,1,1,1,1,7,7.59,5,sustainability,I prefer brands with recyclable packaging,4,Eco Advocates
R002429,value_seekers,34,6365.09,tier_3_plus,offline_supermarket,healthy_snack,8.3,6.48,6.37,6.47,10.16,1,1,0,0,0,4.91,5,price,the price feels high without promotion,2,Value Seekers
R002430,eco_advocates,33,15020.13,new_tier_1,douyin,ready_to_drink,6.13,7.26,6.7,8.34,38.71,1,1,1,1,5,10.0,9,promotion,KOL reviews are useful but need to be authentic,4,Eco Advocates
R002431,value_seekers,18,10461.39,tier_3_plus,tmall,home_cleaning,8.57,6.78,6.23,5.05,19.89,0,0,0,0,1,6.81,5,promotion,membership coupons can increase repeat purchase,2,Value Seekers
R002432,value_seekers,46,6352.0,tier_1,private_domain,personal_care,8.55,6.52,4.93,5.05,21.78,0,0,0,0,0,5.93,4,promotion,KOL reviews are useful but need to be authentic,2,Value Seekers
R002433,value_seekers,25,6295.86,tier_1,xiaohongshu,ready_to_drink,7.9,7.52,6.2,4.22,17.5,0,0,0,1,3,8.68,9,promotion,membership coupons can increase repeat purchase,0,High Value Fans
R002434,convenience_first,27,5426.29,tier_2,xiaohongshu,personal_care,4.47,7.15,8.64,5.16,30.97,1,1,1,1,2,10.0,10,price,I compare price across platforms before purchase,3,Convenience Driven
R002435,eco_advocates,36,13919.39,new_tier_1,douyin,healthy_snack,6.15,7.68,6.93,8.12,34.58,0,1,1,1,1,9.73,9,sustainability,low carbon packaging would improve brand impression,4,Eco Advocates
R002436,convenience_first,29,10143.72,new_tier_1,xiaohongshu,home_cleaning,5.93,7.67,8.51,5.3,28.66,0,1,1,1,5,10.0,10,price,the price feels high without promotion,3,Convenience Driven
R002437,new_explorers,18,28902.49,tier_3_plus,tmall,ready_to_drink,6.97,5.93,7.93,6.6,17.6,0,0,0,1,3,10.0,9,delivery,offline availability is not always convenient,3,Convenience Driven
R002438,quality_first,38,32159.37,tier_3_plus,douyin,personal_care,4.97,8.63,5.4,7.37,32.87,1,1,0,1,3,10.0,10,promotion,membership coupons can increase repeat purchase,1,Quality Loyalists
R002439,value_seekers,18,9044.68,tier_2,tmall,personal_care,10.0,6.42,7.02,5.71,12.08,1,0,0,0,0,7.66,8,delivery,delivery speed affects whether I choose the brand,0,High Value Fans
R002440,quality_first,25,10983.48,tier_2,offline_supermarket,personal_care,5.17,8.0,7.1,7.78,36.06,1,1,1,1,8,9.62,10,quality,quality improvement would make me repurchase more often,1,Quality Loyalists
R002441,value_seekers,39,14480.67,tier_2,jd,ready_to_drink,8.28,5.42,6.9,5.47,15.25,0,0,0,0,0,7.42,8,quality,the product quality is stable and trustworthy,0,High Value Fans
R002442,eco_advocates,36,8539.23,tier_2,jd,home_cleaning,5.28,7.2,7.51,8.46,31.81,1,1,1,1,3,7.84,7,sustainability,I prefer brands with recyclable packaging,4,Eco Advocates
R002443,eco_advocates,36,9446.45,tier_2,private_domain,healthy_snack,5.68,8.97,7.62,8.73,36.64,1,1,1,1,3,8.62,9,quality,I care about ingredients and product safety,4,Eco Advocates
R002444,quality_first,27,12607.24,tier_2,douyin,healthy_snack,4.36,7.97,8.23,7.37,32.91,1,1,0,1,4,10.0,9,quality,the product quality is stable and trustworthy,1,Quality Loyalists
R002445,value_seekers,29,5648.44,tier_1,jd,ready_to_drink,8.87,7.23,5.47,4.53,21.64,1,0,0,0,0,6.75,8,quality,quality improvement would make me repurchase more often,2,Value Seekers
R002446,quality_first,41,6601.47,new_tier_1,douyin,home_cleaning,3.54,8.87,7.57,4.5,34.92,0,1,1,1,3,10.0,10,sustainability,I prefer brands with recyclable packaging,1,Quality Loyalists
R002447,convenience_first,35,12019.57,tier_2,offline_supermarket,healthy_snack,5.42,6.5,8.59,5.73,20.81,1,1,1,1,6,8.81,9,quality,quality improvement would make me repurchase more often,3,Convenience Driven
R002448,value_seekers,30,15878.39,tier_1,tmall,ready_to_drink,8.6,5.16,5.21,4.41,20.37,1,1,1,1,5,5.43,6,delivery,delivery speed affects whether I choose the brand,2,Value Seekers
R002449,convenience_first,34,9950.54,tier_2,xiaohongshu,ready_to_drink,6.74,7.19,7.69,6.67,27.46,1,1,1,1,1,10.0,10,delivery,delivery speed affects whether I choose the brand,3,Convenience Driven
R002450,value_seekers,31,9937.86,new_tier_1,jd,home_cleaning,9.73,5.5,5.73,3.28,20.25,1,1,1,0,2,6.57,5,delivery,offline availability is not always convenient,2,Value Seekers
R002451,eco_advocates,37,7178.71,tier_2,jd,home_cleaning,5.01,8.7,6.18,7.77,35.92,0,0,0,1,2,9.22,9,sustainability,sustainability claims need to be more credible,1,Quality Loyalists
R002452,convenience_first,27,14372.1,tier_3_plus,private_domain,ready_to_drink,6.44,5.48,8.01,5.27,25.91,0,0,0,0,1,8.6,9,price,I compare price across platforms before purchase,3,Convenience Driven
R002453,quality_first,33,8377.41,tier_3_plus,offline_supermarket,home_cleaning,4.89,8.85,6.23,6.66,30.25,0,0,0,0,0,8.35,7,price,the price feels high without promotion,1,Quality Loyalists
R002454,convenience_first,44,6608.17,new_tier_1,douyin,personal_care,6.24,6.77,10.0,5.83,23.21,1,1,1,1,4,9.55,10,promotion,membership coupons can increase repeat purchase,3,Convenience Driven
R002455,quality_first,28,14821.37,tier_1,xiaohongshu,ready_to_drink,6.28,8.8,5.01,6.56,35.11,1,1,1,1,1,8.43,9,sustainability,I prefer brands with recyclable packaging,1,Quality Loyalists
R002456,eco_advocates,40,7556.03,tier_1,tmall,healthy_snack,6.39,7.65,6.27,9.32,33.32,1,1,1,1,3,9.38,9,packaging,the packaging is convenient but could look more premium,4,Eco Advocates
R002457,value_seekers,40,9448.71,tier_1,jd,healthy_snack,8.86,5.25,6.36,3.63,22.18,1,0,0,0,0,6.29,8,price,the price feels high without promotion,2,Value Seekers
R002458,value_seekers,18,3530.91,new_tier_1,tmall,healthy_snack,8.39,6.96,4.37,5.33,17.15,0,1,1,1,3,7.84,6,price,the price feels high without promotion,2,Value Seekers
R002459,quality_first,18,17871.58,tier_1,tmall,healthy_snack,4.52,8.7,6.2,8.17,29.75,1,1,1,1,2,10.0,8,promotion,membership coupons can increase repeat purchase,1,Quality Loyalists
R002460,value_seekers,18,12344.91,tier_3_plus,douyin,home_cleaning,10.0,5.82,4.32,7.19,17.91,1,1,1,0,1,5.7,5,price,I compare price across platforms before purchase,2,Value Seekers
R002461,convenience_first,25,18259.04,tier_2,offline_supermarket,ready_to_drink,5.92,6.9,7.67,5.93,26.34,0,0,1,0,0,10.0,10,delivery,stockouts make me switch to other brands,3,Convenience Driven
R002462,value_seekers,26,19541.87,new_tier_1,private_domain,healthy_snack,10.0,7.19,5.62,5.23,17.51,1,1,1,1,3,5.63,5,price,I compare price across platforms before purchase,2,Value Seekers
R002463,convenience_first,43,8680.91,new_tier_1,xiaohongshu,home_cleaning,5.38,6.86,8.81,5.97,29.69,1,1,1,1,4,10.0,9,quality,quality improvement would make me repurchase more often,3,Convenience Driven
R002464,eco_advocates,36,5449.67,new_tier_1,tmall,home_cleaning,6.26,8.29,5.99,8.33,33.04,1,1,0,0,1,8.79,8,price,the price feels high without promotion,4,Eco Advocates
R002465,quality_first,29,7819.38,new_tier_1,jd,home_cleaning,6.54,7.74,6.71,6.29,32.17,1,0,0,0,1,8.97,10,quality,quality improvement would make me repurchase more often,1,Quality Loyalists
R002466,quality_first,24,11868.87,tier_2,jd,healthy_snack,4.81,8.19,7.06,5.39,34.41,0,0,0,1,4,9.58,8,price,I compare price across platforms before purchase,1,Quality Loyalists
R002467,quality_first,22,7430.16,tier_3_plus,douyin,healthy_snack,5.47,9.51,6.17,6.75,28.91,1,1,1,1,2,8.94,10,delivery,stockouts make me switch to other brands,1,Quality Loyalists
R002468,quality_first,36,8206.12,tier_2,offline_supermarket,healthy_snack,6.3,9.88,5.87,7.03,33.43,1,1,1,1,2,10.0,10,packaging,portable packaging is useful for work and travel,1,Quality Loyalists
R002469,value_seekers,29,12503.79,tier_1,xiaohongshu,personal_care,7.39,6.66,5.62,6.6,18.72,0,0,0,0,0,7.88,7,price,I compare price across platforms before purchase,0,High Value Fans
R002470,convenience_first,29,16421.56,new_tier_1,douyin,home_cleaning,5.36,6.07,8.96,5.92,24.95,0,1,1,1,2,9.81,10,delivery,stockouts make me switch to other brands,3,Convenience Driven
R002471,quality_first,30,11193.21,tier_1,offline_supermarket,ready_to_drink,4.24,8.34,5.58,6.47,30.97,1,1,0,0,0,6.71,7,delivery,stockouts make me switch to other brands,1,Quality Loyalists
R002472,convenience_first,25,4842.29,tier_3_plus,tmall,ready_to_drink,6.53,6.92,10.0,5.26,28.31,0,0,0,1,4,9.5,8,quality,the product quality is stable and trustworthy,3,Convenience Driven
R002473,quality_first,31,8738.65,tier_3_plus,tmall,home_cleaning,5.14,8.77,7.3,6.54,30.79,0,1,0,1,4,9.52,8,promotion,membership coupons can increase repeat purchase,1,Quality Loyalists
R002474,eco_advocates,39,8615.48,tier_2,private_domain,ready_to_drink,6.19,8.85,7.88,8.8,39.76,1,1,1,1,2,8.59,8,price,discount bundles make me more willing to buy,4,Eco Advocates
R002475,new_explorers,21,10808.64,tier_2,tmall,healthy_snack,6.94,5.48,6.88,7.7,13.97,1,1,0,0,0,7.0,5,sustainability,I prefer brands with recyclable packaging,2,Value Seekers
R002476,eco_advocates,27,10105.64,tier_3_plus,jd,ready_to_drink,5.73,7.43,7.08,9.35,30.06,1,1,1,1,0,7.81,6,promotion,membership coupons can increase repeat purchase,4,Eco Advocates
R002477,quality_first,32,6099.34,tier_3_plus,offline_supermarket,ready_to_drink,4.53,8.29,7.74,5.22,33.34,1,1,1,1,0,10.0,10,quality,I care about ingredients and product safety,1,Quality Loyalists
R002478,convenience_first,20,14678.83,tier_1,xiaohongshu,home_cleaning,6.77,7.15,10.0,5.77,31.86,1,1,1,0,3,8.91,8,promotion,livestream promotion helps me discover new products,3,Convenience Driven
R002479,eco_advocates,32,3294.53,tier_3_plus,tmall,healthy_snack,4.83,8.11,5.04,9.44,31.65,1,1,1,1,7,10.0,9,price,the price feels high without promotion,4,Eco Advocates
R002480,quality_first,37,20147.58,tier_3_plus,xiaohongshu,ready_to_drink,2.78,9.49,6.79,5.92,33.74,1,1,1,1,4,10.0,9,packaging,the packaging is convenient but could look more premium,1,Quality Loyalists
R002481,convenience_first,26,13853.32,tier_2,tmall,healthy_snack,5.24,6.69,8.78,5.88,26.88,1,1,1,1,0,8.47,8,delivery,delivery speed affects whether I choose the brand,3,Convenience Driven
R002482,value_seekers,54,23043.86,new_tier_1,private_domain,home_cleaning,7.5,6.51,5.44,5.3,17.97,1,1,1,0,1,7.0,9,price,the price feels high without promotion,0,High Value Fans
R002483,quality_first,38,11222.24,new_tier_1,jd,home_cleaning,5.7,9.0,5.98,6.81,29.07,0,1,1,1,2,8.35,8,delivery,delivery speed affects whether I choose the brand,1,Quality Loyalists
R002484,quality_first,28,19760.97,new_tier_1,douyin,ready_to_drink,2.93,10.0,8.88,4.72,36.64,1,1,1,1,1,10.0,9,sustainability,low carbon packaging would improve brand impression,1,Quality Loyalists
R002485,quality_first,35,10998.46,tier_1,private_domain,healthy_snack,5.21,8.8,7.06,6.19,31.42,0,0,0,0,1,8.45,9,promotion,livestream promotion helps me discover new products,1,Quality Loyalists
R002486,value_seekers,30,13782.06,tier_2,xiaohongshu,healthy_snack,7.35,6.51,6.81,5.75,18.19,1,1,1,1,4,7.48,8,price,the price feels high without promotion,0,High Value Fans
R002487,value_seekers,23,4874.14,tier_3_plus,jd,personal_care,8.75,6.6,4.5,5.27,13.82,1,1,1,1,2,7.72,7,sustainability,I prefer brands with recyclable packaging,0,High Value Fans
R002488,value_seekers,20,4876.39,new_tier_1,offline_supermarket,ready_to_drink,8.13,5.84,6.08,3.78,19.23,0,0,1,0,2,5.46,7,price,the price feels high without promotion,2,Value Seekers
R002489,value_seekers,29,8064.14,tier_2,offline_supermarket,ready_to_drink,8.76,5.65,6.44,5.35,19.89,1,1,0,0,1,6.58,6,packaging,the packaging is convenient but could look more premium,2,Value Seekers
R002490,value_seekers,30,9641.27,tier_3_plus,douyin,healthy_snack,9.06,5.69,5.59,4.56,15.01,1,0,0,0,1,7.31,9,price,the price feels high without promotion,0,High Value Fans
R002491,new_explorers,25,7545.87,tier_3_plus,xiaohongshu,personal_care,5.86,5.43,5.65,6.07,25.93,1,0,0,0,0,8.81,9,promotion,membership coupons can increase repeat purchase,0,High Value Fans
R002492,value_seekers,40,14987.38,new_tier_1,douyin,ready_to_drink,7.25,5.08,5.13,4.67,23.48,1,1,0,0,0,5.82,3,price,discount bundles make me more willing to buy,2,Value Seekers
R002493,quality_first,26,6792.27,new_tier_1,douyin,healthy_snack,4.09,9.56,5.95,6.02,35.82,0,1,1,1,1,8.64,9,quality,quality improvement would make me repurchase more often,1,Quality Loyalists
R002494,new_explorers,32,18020.27,tier_2,douyin,personal_care,7.0,7.46,5.0,5.58,21.22,1,1,1,1,1,9.35,10,packaging,portable packaging is useful for work and travel,0,High Value Fans
R002495,quality_first,18,8923.37,tier_1,private_domain,healthy_snack,5.19,8.1,6.21,5.89,26.9,1,1,0,0,1,9.51,9,promotion,membership coupons can increase repeat purchase,1,Quality Loyalists
R002496,new_explorers,27,5409.97,tier_2,douyin,ready_to_drink,6.65,7.51,5.64,6.06,22.02,1,1,1,1,2,10.0,10,quality,quality improvement would make me repurchase more often,0,High Value Fans
R002497,value_seekers,28,6710.53,tier_1,tmall,personal_care,8.35,6.67,4.76,4.41,15.35,0,0,0,0,1,5.39,5,price,I compare price across platforms before purchase,2,Value Seekers
R002498,new_explorers,25,12724.83,tier_2,jd,healthy_snack,6.92,6.3,6.02,6.86,27.11,0,1,1,1,1,6.02,7,promotion,membership coupons can increase repeat purchase,2,Value Seekers
R002499,quality_first,27,12438.09,tier_1,jd,healthy_snack,3.98,9.68,7.11,6.0,37.9,1,1,1,1,6,9.05,9,delivery,offline availability is not always convenient,1,Quality Loyalists
R002500,convenience_first,40,16644.99,new_tier_1,offline_supermarket,personal_care,4.96,6.25,7.91,5.15,23.27,1,1,1,1,4,8.4,10,packaging,the packaging is convenient but could look more premium,3,Convenience Driven
R002501,quality_first,40,9110.1,tier_3_plus,offline_supermarket,home_cleaning,6.22,9.42,6.46,6.64,34.58,0,1,0,0,0,7.77,7,quality,I care about ingredients and product safety,1,Quality Loyalists
R002502,value_seekers,44,12202.66,tier_2,xiaohongshu,ready_to_drink,9.17,7.49,6.4,4.99,14.06,1,1,0,0,0,6.49,7,price,I compare price across platforms before purchase,2,Value Seekers
R002503,value_seekers,32,5307.99,tier_1,private_domain,ready_to_drink,9.01,7.14,6.9,5.31,17.84,0,1,0,0,0,8.28,7,quality,I care about ingredients and product safety,0,High Value Fans
R002504,value_seekers,23,20646.59,tier_2,douyin,ready_to_drink,7.59,6.02,6.75,4.98,18.46,0,0,0,0,1,6.49,6,sustainability,sustainability claims need to be more credible,2,Value Seekers
R002505,convenience_first,50,5878.14,tier_1,xiaohongshu,healthy_snack,6.54,8.66,7.61,6.65,25.81,0,0,0,0,0,8.3,9,promotion,KOL reviews are useful but need to be authentic,1,Quality Loyalists
R002506,convenience_first,32,5050.1,tier_1,jd,home_cleaning,3.38,5.93,10.0,5.39,25.09,1,0,0,1,3,9.03,6,sustainability,I prefer brands with recyclable packaging,3,Convenience Driven
R002507,convenience_first,18,10264.4,tier_2,jd,personal_care,7.21,6.17,9.16,5.45,28.89,1,1,1,1,4,8.38,10,quality,the product quality is stable and trustworthy,3,Convenience Driven
R002508,quality_first,34,5828.71,tier_1,douyin,healthy_snack,5.67,8.72,7.95,7.27,21.08,0,0,0,0,0,9.0,8,packaging,the packaging is convenient but could look more premium,1,Quality Loyalists
R002509,value_seekers,18,15369.27,new_tier_1,tmall,home_cleaning,8.53,7.06,6.96,5.2,23.47,0,1,0,1,3,8.82,7,quality,I care about ingredients and product safety,0,High Value Fans
R002510,convenience_first,50,13150.63,tier_3_plus,xiaohongshu,personal_care,5.44,6.91,6.87,5.56,26.93,0,1,1,0,0,6.23,8,promotion,KOL reviews are useful but need to be authentic,0,High Value Fans
R002511,value_seekers,31,14210.27,new_tier_1,tmall,ready_to_drink,8.9,6.87,4.47,4.4,21.08,1,1,0,0,0,5.16,4,price,the price feels high without promotion,2,Value Seekers
R002512,new_explorers,23,9432.27,tier_1,jd,ready_to_drink,7.56,7.08,5.64,6.6,24.36,1,1,1,1,2,9.33,10,packaging,portable packaging is useful for work and travel,0,High Value Fans
R002513,eco_advocates,35,8112.25,tier_1,private_domain,ready_to_drink,7.09,8.27,6.75,8.99,33.3,0,0,0,0,1,9.14,7,packaging,the packaging is convenient but could look more premium,4,Eco Advocates
R002514,convenience_first,36,8614.72,tier_1,private_domain,personal_care,4.72,6.44,8.01,5.54,30.53,0,0,0,1,2,9.35,8,quality,quality improvement would make me repurchase more often,3,Convenience Driven
R002515,value_seekers,24,8274.21,tier_2,douyin,home_cleaning,8.67,5.61,5.42,6.03,17.72,1,0,0,0,0,5.88,7,quality,quality improvement would make me repurchase more often,2,Value Seekers
R002516,quality_first,27,9986.78,tier_2,tmall,healthy_snack,6.43,9.47,6.24,6.4,26.28,0,1,1,0,1,8.05,9,quality,quality improvement would make me repurchase more often,1,Quality Loyalists
R002517,value_seekers,32,7266.46,new_tier_1,douyin,healthy_snack,8.85,6.8,5.22,5.53,19.91,1,1,0,0,0,7.1,8,price,I compare price across platforms before purchase,0,High Value Fans
R002518,new_explorers,42,17753.59,tier_2,douyin,ready_to_drink,6.27,6.75,7.07,6.44,25.4,0,0,1,0,0,7.56,9,price,the price feels high without promotion,0,High Value Fans
R002519,quality_first,32,9775.03,tier_1,douyin,healthy_snack,4.78,10.0,6.86,5.99,33.62,1,0,0,1,4,9.83,10,quality,quality improvement would make me repurchase more often,1,Quality Loyalists
R002520,convenience_first,26,13504.17,tier_2,xiaohongshu,home_cleaning,5.21,7.53,7.45,5.71,25.46,1,1,1,1,5,9.85,10,quality,the product quality is stable and trustworthy,3,Convenience Driven
R002521,value_seekers,30,7854.63,new_tier_1,offline_supermarket,home_cleaning,9.26,7.44,5.29,5.86,23.89,0,0,0,0,4,7.52,9,price,discount bundles make me more willing to buy,0,High Value Fans
R002522,quality_first,38,9946.79,tier_2,tmall,personal_care,5.46,8.1,4.73,6.36,31.31,0,0,0,1,3,9.64,9,quality,the product quality is stable and trustworthy,1,Quality Loyalists
R002523,value_seekers,39,9197.79,tier_3_plus,douyin,healthy_snack,8.35,6.11,3.03,5.62,23.54,1,1,1,1,2,7.12,8,price,the price feels high without promotion,0,High Value Fans
R002524,convenience_first,33,2500.0,new_tier_1,tmall,personal_care,5.25,6.67,9.16,4.59,29.03,0,0,0,0,1,9.48,10,delivery,offline availability is not always convenient,3,Convenience Driven
R002525,new_explorers,46,6206.93,tier_1,tmall,personal_care,7.17,6.74,5.44,6.33,20.03,1,1,1,1,2,9.14,10,quality,the product quality is stable and trustworthy,0,High Value Fans
R002526,quality_first,29,4024.76,tier_2,tmall,healthy_snack,5.78,8.91,6.74,6.83,30.4,1,1,1,1,1,10.0,10,promotion,livestream promotion helps me discover new products,1,Quality Loyalists
R002527,eco_advocates,29,5335.01,new_tier_1,tmall,ready_to_drink,6.51,7.65,6.22,9.05,29.33,0,1,1,0,0,8.88,8,promotion,KOL reviews are useful but need to be authentic,4,Eco Advocates
R002528,value_seekers,34,8462.07,tier_2,private_domain,ready_to_drink,9.59,6.73,5.18,6.46,17.91,1,1,0,0,0,6.24,6,price,the price feels high without promotion,2,Value Seekers
R002529,value_seekers,27,22852.34,new_tier_1,douyin,ready_to_drink,7.54,6.45,5.97,6.11,18.26,1,1,1,1,3,7.58,7,price,I compare price across platforms before purchase,0,High Value Fans
R002530,value_seekers,43,11305.9,tier_1,douyin,healthy_snack,9.9,7.72,6.8,5.86,25.46,1,1,1,1,6,7.98,9,quality,I care about ingredients and product safety,0,High Value Fans
R002531,value_seekers,24,4874.11,tier_2,offline_supermarket,healthy_snack,7.98,7.02,6.3,3.56,13.6,0,0,0,0,0,6.51,7,promotion,membership coupons can increase repeat purchase,2,Value Seekers
R002532,value_seekers,36,10701.02,tier_1,douyin,healthy_snack,7.83,5.47,4.51,4.98,14.03,0,0,0,0,0,5.35,5,delivery,offline availability is not always convenient,2,Value Seekers
R002533,convenience_first,24,9831.88,new_tier_1,douyin,ready_to_drink,5.61,5.67,8.33,4.75,31.58,1,1,1,0,1,7.18,6,price,I compare price across platforms before purchase,3,Convenience Driven
R002534,quality_first,37,8298.14,tier_2,douyin,healthy_snack,4.95,9.52,4.98,6.59,39.46,1,1,1,1,3,9.36,10,delivery,offline availability is not always convenient,1,Quality Loyalists
R002535,convenience_first,33,8147.09,tier_2,jd,ready_to_drink,5.77,7.72,9.3,5.34,27.39,0,1,0,1,2,9.39,9,price,the price feels high without promotion,3,Convenience Driven
R002536,convenience_first,37,6783.44,tier_2,douyin,ready_to_drink,5.24,7.24,8.38,5.62,22.09,0,0,0,1,3,8.2,10,delivery,delivery speed affects whether I choose the brand,3,Convenience Driven
R002537,quality_first,27,18869.31,tier_2,jd,ready_to_drink,3.93,9.24,7.65,7.64,37.96,0,1,1,1,4,10.0,6,promotion,KOL reviews are useful but need to be authentic,1,Quality Loyalists
R002538,eco_advocates,55,11871.82,tier_1,jd,ready_to_drink,5.57,7.68,6.6,8.99,32.39,1,1,1,1,3,9.46,9,quality,the product quality is stable and trustworthy,4,Eco Advocates
R002539,convenience_first,29,5209.59,tier_2,jd,healthy_snack,6.86,7.85,9.35,5.23,20.88,0,1,1,1,2,9.07,10,quality,I care about ingredients and product safety,3,Convenience Driven
R002540,new_explorers,19,18493.18,tier_3_plus,douyin,home_cleaning,6.4,5.63,5.82,5.1,24.31,1,1,1,1,5,6.76,5,quality,quality improvement would make me repurchase more often,2,Value Seekers
R002541,eco_advocates,30,7465.0,tier_3_plus,jd,personal_care,4.62,6.69,7.47,9.22,28.05,0,1,1,1,7,10.0,9,delivery,offline availability is not always convenient,4,Eco Advocates
R002542,eco_advocates,39,7264.35,new_tier_1,offline_supermarket,home_cleaning,6.26,5.51,6.4,9.07,29.31,0,0,0,1,7,8.03,10,sustainability,sustainability claims need to be more credible,4,Eco Advocates
R002543,convenience_first,33,6545.3,tier_2,private_domain,personal_care,5.19,7.34,10.0,6.06,30.19,1,1,1,1,3,10.0,9,packaging,the packaging is convenient but could look more premium,3,Convenience Driven
R002544,eco_advocates,18,13971.94,tier_2,douyin,ready_to_drink,6.07,6.76,6.76,9.83,37.12,1,1,1,1,3,8.85,9,packaging,portable packaging is useful for work and travel,4,Eco Advocates
R002545,convenience_first,36,7955.54,tier_1,offline_supermarket,ready_to_drink,6.43,7.23,9.11,4.89,29.3,1,1,1,1,3,8.23,7,delivery,delivery speed affects whether I choose the brand,3,Convenience Driven
R002546,eco_advocates,28,6417.88,tier_2,offline_supermarket,healthy_snack,5.6,6.56,6.3,9.94,25.14,1,1,1,1,3,7.71,5,delivery,stockouts make me switch to other brands,4,Eco Advocates
R002547,value_seekers,34,28456.23,tier_1,private_domain,home_cleaning,9.26,6.16,3.43,3.8,23.47,1,1,0,0,2,7.88,10,price,the price feels high without promotion,0,High Value Fans
R002548,quality_first,33,7313.27,tier_1,offline_supermarket,home_cleaning,4.66,8.43,6.56,7.19,28.67,1,1,0,0,1,7.76,7,quality,quality improvement would make me repurchase more often,1,Quality Loyalists
